blueWins,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,redDragons,redHeralds,redTowersDestroyed,blueKDA,redKDA,visionControlDiff,CSDiff
0,0,6,5,0,0,0,389,1,1,0,2.4,1.8333333333333333,2.9607843137254903,11
0,0,5,10,0,0,0,-1806,0,0,0,1.0,3.8,9.666666666666668,30
1,1,11,10,0,0,0,704,0,0,0,2.2,1.8181818181818181,-1.25,27
1,1,8,4,1,1,0,2406,0,0,0,4.25,1.375,-8.333333333333332,28
1,1,5,4,0,0,0,42,1,0,0,2.75,2.2,-15.4,-29
0,0,1,4,0,0,0,-2889,1,0,0,0.5,9.0,-1.9166666666666665,-43
1,1,8,2,1,0,0,3131,0,0,0,12.0,0.875,-4.0,18
0,0,6,8,0,0,0,-1271,1,0,0,1.625,3.0,8.25,3
1,1,17,1,1,0,0,6783,0,0,0,40.0,0.17647058823529413,14.333333333333332,34
0,0,3,9,0,0,0,-2932,0,0,0,0.8888888888888888,4.666666666666667,12.0,-10
0,0,1,16,1,0,0,-7868,0,0,1,0.125,32.0,-5.0,-52
1,1,4,6,1,0,0,271,0,1,0,1.6666666666666667,1.75,11.333333333333332,0
0,0,6,7,0,0,0,-732,1,0,0,1.7142857142857142,2.3333333333333335,-5.0,5
1,1,9,6,0,0,0,1863,0,0,0,3.0,1.3333333333333333,-0.33333333333333304,-11
0,0,4,7,0,0,0,-1190,1,0,0,1.4285714285714286,5.25,-0.916666666666667,-9
1,0,8,5,0,0,0,-212,1,1,0,3.2,1.875,-5.5,-42
0,0,7,7,0,0,0,134,1,0,0,1.8571428571428572,2.142857142857143,-1.0,15
0,0,5,11,0,0,0,-3692,1,1,0,1.0,5.4,0.5,3
1,1,9,4,0,0,0,3269,1,0,0,5.5,0.5555555555555556,1.0,1
1,1,7,6,0,0,0,1308,0,0,0,2.3333333333333335,1.7142857142857142,-0.6666666666666661,53
1,0,9,10,0,0,0,1106,0,1,0,1.6,2.4444444444444446,5.5,23
0,0,4,5,1,0,0,-92,0,0,0,2.2,2.0,-0.5,-4
0,1,4,3,0,0,0,539,1,0,0,3.3333333333333335,1.25,2.2,29
0,1,8,12,0,1,0,-3195,0,0,0,1.0833333333333333,3.125,-5.0,-52
1,1,7,4,1,1,1,4338,0,0,0,3.75,2.142857142857143,-2.833333333333333,95
0,1,5,7,1,0,0,-861,0,0,0,2.0,4.0,-2.666666666666667,29
1,0,7,5,1,0,0,-90,0,0,0,2.8,1.4285714285714286,-6.0,5
0,0,1,11,0,0,0,-5698,1,1,0,0.09090909090909091,23.0,-13.5,-32
0,1,8,8,1,0,0,-569,0,1,0,2.0,2.25,3.75,4
1,0,12,6,0,0,0,1788,1,0,0,4.666666666666667,1.0833333333333333,-9.333333333333334,-11
1,1,5,5,0,0,0,1056,1,0,0,2.6,1.8,25.0,38
0,0,2,7,1,0,0,-4095,0,0,0,0.42857142857142855,6.5,-2.0,-49
0,1,6,5,0,0,0,482,0,0,0,2.6,2.1666666666666665,2.5,7
0,1,8,8,0,0,0,-507,0,1,0,1.625,2.125,-1.0,24
0,0,4,12,0,0,0,-4820,0,0,1,0.4166666666666667,5.25,3.5,-28
0,0,5,10,0,0,0,-962,1,0,0,1.0,5.2,0.08333333333333304,40
0,1,3,9,0,0,0,-3025,1,1,0,0.4444444444444444,6.0,8.8,-14
0,0,2,8,0,1,0,-1340,1,0,0,0.5,7.0,-4.0,41
0,0,3,3,0,0,0,-168,1,0,0,1.6666666666666667,2.3333333333333335,5.5,-7
1,0,8,13,0,1,1,-664,1,0,1,1.2307692307692308,3.25,-0.3333333333333339,35
0,1,6,12,1,0,0,-3089,0,0,0,1.0833333333333333,4.0,-3.166666666666667,-14
1,0,5,6,0,0,0,-1573,1,0,0,1.5,2.6,2.0,-34
1,0,9,7,1,0,0,721,0,0,0,2.7142857142857144,2.0,9.0,7
0,1,5,4,0,0,0,511,0,1,0,2.5,2.6,5.4,-5
1,0,6,7,0,0,0,-1193,0,0,0,1.7142857142857142,2.8333333333333335,-2.833333333333333,-15
0,0,2,8,0,0,0,-3215,0,1,0,0.625,7.5,-16.0,-20
1,1,13,3,1,1,1,5227,0,0,0,8.666666666666666,0.3076923076923077,-13.095238095238095,-1
1,1,4,2,1,0,0,1012,0,0,0,4.5,0.5,-0.6000000000000001,-3
1,1,4,4,0,1,1,2002,0,0,0,2.25,2.75,-3.0,17
1,1,9,3,0,0,0,3093,0,0,0,6.666666666666667,0.8888888888888888,1.833333333333333,20
0,0,7,11,1,0,0,-2377,0,0,0,1.6363636363636365,3.5714285714285716,15.0,-27
0,0,9,10,1,0,0,-2419,0,0,0,2.3,2.5555555555555554,15.666666666666668,-65
0,0,6,6,1,0,0,-392,0,0,0,1.8333333333333333,2.3333333333333335,-6.0,-6
1,1,6,4,1,1,0,852,0,0,0,2.75,1.8333333333333333,3.083333333333333,30
1,0,10,4,1,1,0,2507,0,0,0,5.0,0.9,31.0,3
1,0,5,2,0,0,0,1756,0,0,0,5.5,1.0,6.8,33
1,0,4,2,1,1,0,1064,0,0,0,4.0,1.5,-45.5,16
1,1,5,3,1,0,0,1713,0,0,0,2.6666666666666665,1.2,5.5,46
0,0,6,6,0,0,0,-1137,1,1,0,2.6666666666666665,2.0,7.75,-43
1,0,8,4,1,0,0,2294,0,0,0,3.75,0.75,-6.5,-1
0,0,1,7,0,0,0,-4115,1,0,0,0.42857142857142855,16.0,1.5,-57
1,0,11,6,0,0,0,2520,0,0,0,4.0,1.0,-8.75,19
1,0,4,7,1,0,0,93,0,0,0,1.0,4.0,8.0,32
1,1,7,5,1,0,0,1744,0,0,0,2.4,1.4285714285714286,-3.9,12
1,0,6,9,1,0,0,-315,0,0,0,1.7777777777777777,3.3333333333333335,-13.5,12
0,0,4,5,0,0,0,-1335,1,1,0,1.6,2.5,-32.0,1
0,1,3,3,0,0,0,-648,1,0,0,1.3333333333333333,2.0,-0.08333333333333304,-1
0,1,6,12,0,0,0,-3854,0,0,0,0.8333333333333334,4.5,36.0,-49
1,1,11,8,1,0,1,2585,0,0,0,2.375,1.5454545454545454,160.33333333333334,38
1,1,9,4,1,0,0,2247,0,0,0,5.0,0.7777777777777778,6.333333333333333,9
0,0,5,10,0,0,0,-977,0,0,0,0.7,3.6,4.0,37
1,1,6,3,0,0,0,2970,0,0,0,3.6666666666666665,1.1666666666666667,-20.25,45
1,1,11,6,1,0,0,250,0,1,1,4.166666666666667,1.1818181818181819,-82.33333333333333,-20
0,1,8,8,0,0,0,-1276,0,0,0,1.25,2.375,15.0,-5
1,1,7,7,0,0,0,1482,1,0,0,2.2857142857142856,2.0,-0.666666666666667,48
0,0,4,2,0,0,0,428,1,0,0,4.5,1.5,-1.0666666666666673,9
0,1,7,6,0,0,0,-1706,0,0,0,2.3333333333333335,1.7142857142857142,10.714285714285715,-70
1,0,8,5,1,1,0,1014,0,0,0,3.6,1.25,2.0,-15
1,0,2,6,0,0,0,250,1,0,0,0.6666666666666666,7.0,8.666666666666668,41
1,0,7,8,0,1,0,166,1,0,0,1.625,2.857142857142857,9.0,54
0,0,6,8,0,0,0,-465,0,0,0,1.625,3.0,-29.5,24
1,0,10,8,1,0,0,-733,0,0,0,2.5,2.1,2.933333333333333,-10
0,0,6,8,0,0,0,-1013,1,0,0,1.75,2.3333333333333335,32.0,-42
1,0,7,7,1,1,2,3773,0,0,0,1.8571428571428572,1.8571428571428572,3.5,81
0,0,5,4,0,0,0,1060,1,0,0,2.25,1.6,-28.833333333333332,15
1,1,7,4,1,0,0,2169,0,0,0,2.75,1.1428571428571428,1.0,34
1,0,4,2,1,0,0,1019,0,0,0,3.5,0.5,12.571428571428571,16
1,1,9,5,1,1,0,2684,0,0,0,3.8,1.0,-7.999999999999999,37
1,1,4,2,0,0,0,1362,1,1,0,3.5,1.5,13.0,6
1,1,6,7,0,1,0,915,0,0,0,1.8571428571428572,2.6666666666666665,16.0,48
0,0,11,6,0,1,0,1931,1,0,0,5.5,1.4545454545454546,23.75,-20
1,1,9,0,0,0,0,3655,1,0,0,17.0,0.0,-11.5,12
0,1,6,4,0,0,0,805,1,0,0,3.5,1.3333333333333333,-0.25,-43
1,0,12,10,0,0,0,478,1,0,0,3.2,2.25,-15.5,-30
1,1,14,12,1,0,0,1698,0,1,0,2.3333333333333335,1.6428571428571428,4.6000000000000005,35
1,1,4,5,0,0,0,-330,1,0,0,1.4,2.5,-1.5,-16
1,1,6,5,0,1,0,592,1,0,0,2.6,1.5,0.33333333333333304,-18
0,1,1,4,0,0,0,-1765,1,0,0,0.5,6.0,-1.416666666666667,-49
0,1,1,2,0,0,0,-92,1,0,0,1.0,5.0,1.0,7
0,1,5,11,1,0,0,-2947,0,0,0,0.9090909090909091,4.8,60.5,-20
1,1,6,2,1,0,0,1982,0,0,0,6.0,1.3333333333333333,3.666666666666667,10
1,0,10,7,0,1,0,2330,0,0,0,2.5714285714285716,1.6,-9.833333333333332,64
1,0,3,3,1,0,0,-105,0,0,0,2.3333333333333335,2.0,3.0,-30
1,0,1,5,1,1,0,-1215,0,0,0,0.4,12.0,0.08333333333333304,8
0,0,6,6,1,0,0,-951,0,0,0,2.1666666666666665,2.3333333333333335,-6.666666666666667,-41
1,1,5,3,1,1,0,134,0,0,0,4.0,1.0,-5.0,-22
1,1,6,5,0,0,0,361,0,0,0,2.8,1.6666666666666667,104.6,-2
1,0,6,5,1,0,0,905,0,0,0,2.2,2.5,2.0,33
0,1,9,6,0,0,0,348,1,0,0,2.3333333333333335,1.3333333333333333,-12.0,-28
0,1,6,8,0,0,0,-424,1,1,0,1.5,3.0,-7.0,5
1,1,10,4,1,0,0,3058,0,1,0,5.75,0.6,5.75,-25
0,1,7,8,1,0,0,-105,0,1,0,2.25,2.4285714285714284,-14.0,7
0,0,3,8,0,0,0,-1876,1,0,0,0.75,4.0,-7.0,-31
0,0,5,7,1,0,0,-1031,0,0,0,1.8571428571428572,3.4,-2.0,0
0,1,7,4,0,0,0,125,0,0,0,3.25,1.1428571428571428,-14.2,-12
1,1,4,7,0,1,1,-669,1,0,0,1.1428571428571428,3.75,-11.5,30
1,0,10,5,1,0,1,1436,0,0,0,5.2,0.9,20.833333333333332,-60
0,1,8,10,1,0,0,-78,0,1,0,1.6,2.125,-1.5,17
1,1,6,7,0,1,0,-713,1,0,0,1.7142857142857142,2.0,-25.75,11
0,0,4,7,0,0,0,-1975,1,0,0,0.8571428571428571,3.5,-7.25,2
1,1,9,3,0,0,0,1411,1,0,0,6.666666666666667,0.7777777777777778,11.333333333333334,-16
1,1,2,1,1,0,0,661,0,0,0,5.0,1.5,18.833333333333332,-6
0,0,3,4,0,0,0,-394,0,1,0,2.25,2.6666666666666665,0.0,-35
0,1,4,4,0,0,0,-557,0,0,0,2.0,2.5,-3.1999999999999993,-43
1,0,6,3,0,0,0,1204,1,0,0,3.6666666666666665,0.8333333333333334,-0.33333333333333304,9
0,1,6,7,0,0,0,-1966,0,0,0,2.0,2.1666666666666665,1.25,-49
1,0,3,6,1,0,0,-1090,0,0,0,1.5,4.0,-2.0294117647058822,0
0,1,9,8,0,1,0,-1152,1,0,0,2.625,1.7777777777777777,-1.5,-54
0,0,6,10,0,1,0,-1682,1,0,0,1.0,3.0,-0.5,-22
1,1,9,4,1,0,0,1847,0,1,0,5.25,1.0,4.7,11
0,1,7,6,0,0,0,808,1,0,0,3.1666666666666665,1.2857142857142858,27.083333333333332,-28
1,0,6,9,1,0,0,-1332,0,0,0,1.0,3.1666666666666665,-11.333333333333334,-6
0,0,9,18,0,0,0,-3966,0,1,0,1.0,3.7777777777777777,-1.0,-14
0,0,10,7,0,1,1,1377,1,0,0,3.0,1.5,2.5,-19
1,1,7,3,1,0,0,1493,0,1,1,5.666666666666667,1.0,-2.0,31
0,0,4,7,0,0,0,-2876,0,1,0,1.2857142857142858,4.0,2.0,-57
0,0,8,7,1,0,0,1340,0,0,0,3.0,2.125,4.166666666666667,-29
0,0,4,7,0,0,0,-1208,1,0,0,0.8571428571428571,3.0,-7.833333333333334,-15
1,0,6,6,0,0,0,218,1,0,0,2.5,2.3333333333333335,1.15,9
1,1,13,1,1,0,1,6907,0,0,0,23.0,0.15384615384615385,2.0,82
1,0,4,5,0,0,0,-594,1,1,0,2.2,3.0,-1.0,-18
0,0,10,9,1,1,0,-1464,0,0,0,2.5555555555555554,1.4,-10.0,-35
1,0,5,4,0,0,0,554,0,0,0,3.0,1.6,1.0,1
1,1,7,2,0,1,0,1256,1,0,0,6.0,0.42857142857142855,-13.166666666666666,-58
1,1,10,2,1,0,0,4373,0,0,0,12.0,0.5,3.5,31
1,1,6,5,0,0,0,-245,1,0,0,2.4,1.8333333333333333,5.0,-26
0,1,8,8,0,1,1,393,1,0,0,1.875,2.125,-1.0,-31
1,1,7,2,0,0,0,2822,1,0,0,6.5,0.5714285714285714,-0.666666666666667,20
0,0,1,10,0,0,0,-5025,1,0,0,0.1,26.0,-6.5,-24
1,0,7,8,0,0,0,-371,1,0,0,1.875,2.142857142857143,-8.666666666666668,-27
1,1,8,4,1,1,1,3999,0,0,0,4.5,1.125,12.75,52
0,0,5,12,0,0,0,-4157,1,0,0,1.4166666666666667,7.2,7.0,-21
0,0,5,12,0,0,0,-5298,1,0,0,0.5833333333333334,5.2,20.0,-69
0,0,7,8,0,0,0,-28,0,0,0,1.75,1.7142857142857142,5.0,2
1,0,7,5,1,0,0,462,0,0,0,4.2,1.5714285714285714,8.5,7
0,0,5,3,0,0,0,-81,1,0,0,3.3333333333333335,1.2,1.083333333333333,-2
1,1,6,4,1,1,0,752,0,0,0,3.75,1.1666666666666667,9.0,-42
0,0,6,10,0,0,0,-1555,1,0,0,1.1,3.6666666666666665,-1.5,-10
1,0,6,3,0,0,0,1188,1,1,0,5.0,1.1666666666666667,-2.5,-10
1,1,7,3,0,1,0,1639,1,0,0,5.666666666666667,0.8571428571428571,-10.0,-36
1,0,6,4,0,0,0,1552,0,0,0,3.25,1.5,-2.2,12
0,0,4,5,0,0,0,41,1,0,0,1.6,2.5,-7.0,-1
1,1,7,4,1,0,0,-259,0,0,0,3.5,1.1428571428571428,-6.5,-40
0,1,7,7,0,0,0,367,1,0,0,2.142857142857143,2.0,-24.5,-32
1,0,10,6,1,1,2,2941,0,0,0,3.1666666666666665,1.2,-2.5,28
1,1,10,7,1,0,0,1142,0,0,0,2.5714285714285716,1.3,-4.0,-20
1,1,9,5,0,0,0,4051,1,0,0,3.8,0.8888888888888888,-14.8,17
1,0,5,9,0,0,0,-2419,0,1,0,1.3333333333333333,4.6,-6.6,-45
1,1,6,4,1,1,0,1624,0,0,0,3.5,1.5,11.75,15
0,0,3,8,1,0,0,-2254,0,0,0,1.0,5.333333333333333,-6.0,-8
1,1,9,5,0,1,0,834,0,0,0,3.0,0.7777777777777778,5.0,-26
1,1,7,4,0,0,0,2150,0,0,0,3.25,1.0,-2.0,8
1,0,4,8,0,1,0,-1624,1,0,0,1.0,4.0,7.0,-4
1,1,6,5,0,1,0,-2072,1,0,1,2.4,1.1666666666666667,-12.0,-80
0,0,2,7,0,1,0,-2089,0,0,0,0.7142857142857143,8.5,-16.9,14
1,0,2,3,0,0,0,542,1,0,0,1.0,3.5,6.0,22
0,0,6,7,0,1,0,-226,0,0,0,1.4285714285714286,2.3333333333333335,-12.833333333333332,0
1,1,7,5,1,1,0,316,0,0,0,2.8,1.2857142857142858,14.0,16
0,1,3,6,0,0,0,-821,1,0,0,1.0,3.3333333333333335,-5.666666666666667,-42
1,1,12,5,1,0,0,4294,0,0,0,5.4,0.6666666666666666,13.5,6
0,0,2,8,0,0,0,-4891,0,1,1,0.375,8.0,14.0,-48
1,0,9,4,1,0,0,3432,0,0,0,4.0,1.4444444444444444,15.666666666666668,50
1,1,7,8,1,0,0,-563,0,0,0,1.875,2.857142857142857,-8.25,4
1,0,4,4,0,0,0,60,1,0,0,2.25,1.75,-2.75,-30
0,1,8,2,0,0,0,2761,1,0,0,9.5,0.5,-6.666666666666667,5
1,1,7,7,1,1,0,1542,0,0,0,2.0,1.5714285714285714,2.75,45
0,0,5,3,0,1,1,2323,0,0,0,3.3333333333333335,1.0,22.0,15
0,1,6,5,1,0,0,-1143,0,1,0,2.0,1.3333333333333333,7.5,-44
1,0,6,7,0,0,0,-665,1,0,0,1.4285714285714286,2.0,1.0,-39
0,0,3,8,0,1,0,-2520,1,0,0,0.875,5.0,12.8,-19
1,0,6,6,0,0,0,708,1,1,0,2.0,1.6666666666666667,61.5,19
1,0,2,1,1,0,0,410,0,0,0,5.0,1.0,-0.666666666666667,8
1,0,0,5,0,0,0,-4578,1,0,0,0.0,10.0,0.666666666666667,-105
0,0,8,6,0,0,0,1079,1,0,0,1.8333333333333333,1.125,-12.0,28
0,0,5,14,0,0,0,-4024,1,0,0,0.5714285714285714,6.2,-12.5,16
0,1,5,7,0,0,0,44,1,0,0,1.2857142857142858,3.0,32.75,-7
1,1,6,8,0,1,0,-560,1,0,0,1.375,3.0,1.666666666666667,5
0,0,7,11,0,1,0,-1343,1,0,0,1.1818181818181819,3.7142857142857144,-6.333333333333334,31
0,0,5,5,1,0,0,60,0,0,0,2.4,1.8,4.0,-27
0,0,3,6,0,0,0,-1501,0,0,0,1.5,3.3333333333333335,10.0,-15
0,1,7,5,0,0,0,1331,0,0,0,3.2,1.8571428571428572,36.0,12
0,0,4,12,1,0,0,-4864,0,1,2,0.75,7.25,2.333333333333333,2
1,1,9,3,1,1,0,3821,0,0,0,5.666666666666667,0.8888888888888888,-18.0,49
1,0,6,7,0,0,0,-1477,1,0,0,1.7142857142857142,2.8333333333333335,-10.333333333333332,-60
1,1,3,2,0,0,0,446,0,0,0,2.5,1.0,8.0,-6
1,1,10,3,1,0,0,3504,0,0,0,7.333333333333333,0.7,-10.666666666666668,9
0,0,7,5,0,1,0,2046,1,0,0,3.8,2.0,-0.3333333333333335,40
0,1,4,3,0,0,0,-541,1,1,0,2.3333333333333335,2.0,-2.833333333333333,-47
0,0,3,8,0,0,0,-3132,1,0,0,0.5,4.666666666666667,-10.5,-16
0,0,2,13,0,0,0,-8472,1,0,1,0.38461538461538464,14.5,9.0,-97
0,0,5,6,0,0,0,-687,1,0,0,1.8333333333333333,2.8,-1.083333333333333,-9
1,1,7,2,1,0,0,3129,0,0,0,7.0,0.7142857142857143,74.0,9
0,0,2,4,0,1,0,-2539,1,0,0,1.75,5.5,-4.3,-1
0,1,4,5,0,0,0,-2167,1,0,0,1.6,2.75,6.333333333333333,-65
1,0,8,5,0,0,0,910,1,0,0,3.6,1.375,-2.133333333333333,0
0,0,5,5,0,1,0,-521,1,0,0,1.6,1.6,2.8333333333333335,-16
0,1,6,5,0,0,0,523,1,0,0,2.2,1.5,-4.9,-42
1,0,3,4,0,0,0,-341,1,1,0,1.75,3.0,-12.333333333333332,8
0,1,8,8,0,0,0,247,1,0,0,2.625,1.75,9.5,-10
0,1,4,8,0,1,0,-2236,1,0,0,1.375,4.0,1.1428571428571428,-25
1,1,10,4,0,0,0,3297,1,0,0,4.25,0.7,9.666666666666668,34
0,0,2,3,0,0,0,-682,1,0,0,1.3333333333333333,4.0,-13.75,-24
0,0,10,5,0,1,0,1923,0,0,0,4.0,1.0,2.0,-4
1,0,7,3,1,1,0,1738,0,0,0,3.6666666666666665,0.7142857142857143,-2.666666666666667,15
0,0,6,11,1,0,0,-3451,0,1,0,1.4545454545454546,3.5,1.9000000000000004,-36
0,1,6,2,0,0,0,2251,1,1,0,6.0,0.6666666666666666,-3.0,-20
0,1,6,9,0,0,0,-884,1,1,0,1.5555555555555556,4.0,-9.5,27
0,0,5,4,1,0,0,864,0,0,0,3.0,1.2,-1.5,-12
1,1,4,2,1,0,1,1830,0,1,0,3.0,0.75,0.8500000000000001,-7
1,1,12,5,1,0,0,3913,0,0,0,6.2,1.0,23.833333333333332,-7
1,1,8,9,1,1,0,-2675,0,0,0,1.6666666666666667,2.5,-4.75,-77
0,1,4,8,1,1,0,-1430,0,0,0,1.0,3.75,5.0,-14
0,1,8,8,1,1,0,226,0,0,0,2.25,1.5,-8.333333333333332,25
1,1,9,3,1,1,1,4324,0,0,0,5.666666666666667,0.4444444444444444,-1.0,11
0,0,8,8,0,0,0,-355,0,0,0,2.375,1.875,-6.999999999999999,-1
0,0,3,8,0,0,0,-4529,1,1,0,0.875,5.0,24.05263157894737,-97
0,1,3,10,1,0,0,-4663,0,0,0,0.4,7.0,0.5,-46
0,1,4,4,1,0,0,-211,0,0,0,3.25,2.0,-8.5,-21
1,1,7,6,1,0,0,38,0,1,0,2.1666666666666665,1.5714285714285714,30.285714285714285,0
0,0,11,9,0,1,1,3315,1,0,0,2.7777777777777777,1.9090909090909092,10.5,58
0,1,11,9,0,0,0,1211,1,0,0,2.5555555555555554,1.7272727272727273,0.833333333333333,-30
0,0,4,3,0,0,0,-188,1,0,0,2.0,1.25,7.333333333333332,-38
1,1,6,4,0,0,0,1852,0,0,0,2.5,1.5,5.0,32
0,1,12,8,1,0,1,3059,0,1,0,3.125,1.3333333333333333,7.333333333333333,13
0,0,1,4,0,0,0,-2552,1,1,0,0.5,10.0,12.333333333333332,-25
0,1,5,7,0,0,0,-1566,1,0,0,2.0,2.6,21.4,-45
0,1,7,10,0,0,0,-2967,0,0,0,1.2,2.857142857142857,7.25,-39
1,0,9,11,0,1,0,-98,1,0,0,1.7272727272727273,2.6666666666666665,-0.7000000000000002,20
0,0,2,4,0,0,0,-1972,0,0,0,1.25,4.5,0.0,-39
1,1,10,8,1,0,0,557,0,0,0,3.375,1.7,0.5,-17
0,1,8,3,0,1,0,1217,0,0,0,6.333333333333333,0.625,-13.75,-10
1,0,4,5,0,0,0,-27,1,0,0,2.2,2.75,2.0,36
1,1,6,5,0,1,0,865,1,0,0,2.2,2.1666666666666665,-1.75,36
0,0,1,4,0,0,0,-1653,1,0,0,0.5,8.0,0.0,-27
0,0,5,3,1,0,0,1932,0,0,0,2.6666666666666665,1.2,11.666666666666668,87
0,1,5,9,0,0,0,-3386,0,0,0,1.0,4.4,-11.333333333333332,-19
0,0,6,15,0,0,0,-5097,1,0,0,1.0,5.166666666666667,-11.666666666666668,-69
0,1,5,1,1,1,0,1321,0,0,0,13.0,0.6,19.5,-19
0,1,6,6,1,0,0,-276,0,0,0,2.5,2.3333333333333335,-15.0,4
0,1,6,4,0,1,0,-19,0,0,0,3.0,1.0,2.0,-59
1,1,8,4,0,0,0,2590,0,0,0,3.75,1.0,-0.04999999999999982,23
0,1,8,6,0,0,0,510,1,0,0,2.6666666666666665,2.0,-0.9666666666666668,-7
0,0,4,2,0,0,0,103,0,1,0,5.5,1.25,0.0,-38
1,1,9,10,0,0,0,-237,1,0,0,1.9,2.5555555555555554,-3.5,17
1,0,7,4,0,0,0,-612,1,1,1,3.0,1.2857142857142858,6.666666666666667,-10
0,1,8,1,0,1,0,4488,1,0,0,14.0,0.25,14.25,47
0,0,8,5,0,0,0,335,1,0,0,2.8,1.25,10.0,1
0,0,2,3,1,0,0,-814,0,1,0,1.3333333333333333,2.5,-1.5,-8
1,1,6,5,1,0,0,-39,0,0,0,2.6,2.3333333333333335,-0.25,29
1,1,4,5,0,0,0,80,1,0,0,1.4,3.25,-3.4000000000000004,39
0,0,2,8,1,1,0,-1975,0,0,0,0.5,9.5,-0.25,36
0,1,5,3,0,0,0,1723,1,1,0,4.0,1.6,3.5,30
0,1,5,9,1,0,0,-5763,0,1,2,0.7777777777777778,4.0,-5.0,-52
0,0,3,13,0,0,0,-6050,0,0,0,0.6923076923076923,9.666666666666666,12.545454545454545,-73
0,1,3,3,1,0,0,1152,0,0,0,3.0,3.0,14.0,33
1,1,7,2,0,1,0,3822,0,0,0,8.0,0.42857142857142855,2.5,25
0,0,4,8,1,0,0,-2975,0,0,0,1.0,4.5,-5.5,-38
1,1,12,5,1,0,0,1526,0,0,0,6.0,1.0,24.0,8
1,1,9,1,1,0,0,3916,0,0,0,18.0,0.1111111111111111,11.666666666666668,38
1,1,6,1,1,1,3,8776,0,0,0,8.0,0.3333333333333333,-1.0,150
0,0,8,10,0,0,0,-4493,1,1,1,1.2,2.5,0.5,-69
1,1,5,4,1,0,0,1018,0,1,0,2.0,1.2,9.666666666666668,1
1,1,8,9,0,0,0,-97,1,0,0,1.6666666666666667,1.875,-3.333333333333333,1
0,0,4,6,0,0,0,-933,0,1,0,1.3333333333333333,3.0,3.5,-10
0,0,8,10,0,0,0,-4322,0,1,1,1.8,2.25,9.0,-61
1,0,7,4,0,0,0,1350,0,0,0,4.5,1.4285714285714286,-3.2,-47
0,0,1,9,0,0,0,-5490,1,0,1,0.1111111111111111,17.0,-1.5,-32
0,0,8,8,1,0,0,-730,0,0,0,2.125,2.25,-2.3333333333333335,9
1,1,2,2,0,0,0,-631,1,0,0,1.0,2.0,-5.5,-31
0,1,5,4,0,1,0,-183,1,0,0,2.25,1.4,1.666666666666667,-9
0,1,7,11,0,1,0,-2250,1,0,0,1.4545454545454546,4.0,-2.066666666666667,6
0,1,5,3,1,0,0,493,0,0,0,3.6666666666666665,1.2,-2.3428571428571434,11
0,1,7,7,0,0,0,-211,1,0,0,2.5714285714285716,2.4285714285714284,5.8,-11
1,0,3,6,0,0,0,-1611,0,0,0,1.1666666666666667,5.666666666666667,-36.4,-14
0,0,6,8,0,0,0,-1343,1,0,0,1.125,2.1666666666666665,-5.166666666666667,7
1,1,12,3,1,1,1,5512,0,0,0,9.666666666666666,0.75,1.3333333333333321,63
0,0,7,13,0,0,0,-3590,1,0,0,1.2307692307692308,3.2857142857142856,10.75,-35
1,1,5,5,0,1,0,-406,0,0,0,3.0,2.2,13.666666666666668,-31
0,1,5,11,0,0,0,-2150,1,0,0,1.0,5.8,-8.0,24
0,0,1,5,1,0,0,-679,0,0,0,0.4,7.0,-8.75,0
1,0,2,10,0,1,0,-3114,0,0,0,0.3,7.5,-7.0,-16
1,0,7,6,0,0,0,1564,1,0,0,2.1666666666666665,1.2857142857142858,2.5,60
0,0,5,9,1,0,0,-4205,0,0,1,1.1111111111111112,3.8,9.25,-35
1,1,11,1,0,0,0,4172,0,0,0,24.0,0.18181818181818182,18.333333333333332,-14
1,1,8,12,1,0,0,-2672,0,0,0,1.0833333333333333,3.875,-8.0,-9
1,1,18,10,1,0,0,4287,0,0,0,3.3,1.1666666666666667,-2.0,113
0,1,5,1,1,0,0,811,0,0,0,12.0,0.4,2.166666666666667,-25
1,1,5,4,1,0,0,-585,0,1,0,2.0,1.2,-11.0,-69
0,0,5,6,0,1,0,-1042,1,0,0,1.3333333333333333,2.8,4.0,-38
0,0,4,3,0,0,0,163,1,0,0,2.6666666666666665,1.5,1.7619047619047614,6
0,1,5,1,1,0,0,1697,0,0,0,10.0,0.4,8.666666666666666,-13
0,1,10,7,1,0,0,1059,0,1,0,3.5714285714285716,1.2,-48.5,-7
0,1,6,6,0,1,0,1498,1,0,0,1.8333333333333333,2.1666666666666665,2.083333333333333,34
1,0,8,8,0,0,0,457,1,0,0,1.625,1.625,6.5,-6
1,0,9,2,1,0,0,4620,0,0,0,12.5,0.5555555555555556,4.8,78
1,1,11,10,1,0,0,1117,0,0,0,1.9,1.4545454545454546,2.5,36
1,1,5,6,0,0,0,929,1,0,0,1.1666666666666667,3.0,1.666666666666667,64
0,0,5,4,1,1,0,459,0,0,0,3.0,1.0,11.181818181818182,14
0,0,3,8,0,0,0,-2537,1,0,0,0.625,4.666666666666667,5.0,5
0,1,3,13,0,0,0,-4882,1,0,0,0.38461538461538464,10.333333333333334,-38.0,-44
0,0,8,8,0,0,0,1014,0,1,0,2.375,2.5,1.25,20
1,0,11,5,0,0,0,3039,0,0,0,4.2,1.1818181818181819,-1.166666666666667,25
1,1,13,10,1,1,0,650,0,0,0,3.1,1.3846153846153846,15.45,-19
